,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
2301,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
2302,0,0,0,0,0,7,7,0,0,0,7,7,8,Trusted
2303,0,0,0,0,0,9,9,0,0,0,9,9,10,Trusted
2304,2,9,0,0,5,12,6,6,0,3,9,12,18,Trusted
2305,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2306,0,0,0,0,0,7,7,0,0,0,7,7,8,Trusted
2307,2,19,0,2,19,22,3,11,5,3,13,21,44,Uncertain
2308,2,22,0,0,9,29,10,10,0,5,13,18,39,Uncertain
2309,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2310,0,3,0,0,1,24,21,2,0,0,11,11,26,Trusted
2311,2,0,0,0,1,3,2,0,0,0,2,2,5,Uncertain
2312,0,0,0,0,0,7,7,0,0,0,7,7,8,Trusted
2313,0,0,0,0,0,7,7,0,0,0,7,7,8,Trusted
2314,2,9,0,0,5,12,6,6,0,3,9,12,18,Trusted
2315,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2316,2,9,0,0,5,12,6,6,0,3,9,12,18,Trusted
2317,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2318,2,15,0,1,12,19,6,10,3,3,13,19,33,Trusted
2319,2,12,0,0,5,19,10,6,0,3,10,13,25,Trusted
2320,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
2321,2,9,0,0,5,10,4,6,0,3,7,10,16,Uncertain
2322,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2323,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2324,2,17,0,1,14,17,4,10,3,4,12,19,33,Uncertain
2325,0,4,0,0,5,21,13,2,0,3,12,15,27,Trusted
2326,2,9,0,0,5,8,2,6,0,3,5,8,14,Uncertain
2327,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2328,2,19,1,1,27,23,3,12,2,3,14,23,54,Uncertain
2329,2,16,1,1,17,29,9,9,1,2,14,20,49,Trusted
2330,2,11,0,1,10,26,9,6,3,1,10,14,38,Trusted
2331,2,18,0,0,5,21,6,6,0,3,6,9,27,Trusted
2332,0,0,0,0,0,18,18,0,0,0,6,6,19,Trusted
2333,2,9,0,0,5,10,4,6,0,3,7,10,16,Uncertain
2334,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2335,0,0,0,0,0,7,7,0,0,0,7,7,8,Trusted
2336,2,18,0,1,14,20,5,11,3,4,13,20,36,Uncertain
2337,2,13,0,0,5,23,13,7,0,3,12,15,29,Trusted
2338,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2339,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
2340,2,19,1,1,21,26,5,13,5,3,16,25,50,Uncertain
2341,2,25,0,1,11,30,10,11,1,5,14,20,43,Trusted
2342,2,6,0,0,3,27,22,3,0,1,12,13,31,Trusted
2343,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2344,0,0,0,0,0,5,5,0,0,0,2,2,6,Trusted
2345,0,0,0,0,0,7,7,0,0,0,7,7,8,Trusted
2346,0,0,0,0,0,7,7,0,0,0,7,7,8,Trusted
2347,2,19,0,0,10,19,3,10,0,6,9,15,30,Uncertain
2348,0,3,0,0,3,21,12,2,0,2,11,13,25,Trusted
2349,2,2,0,0,3,9,2,2,0,2,4,6,13,Uncertain
2350,0,1,0,0,0,8,7,1,0,0,4,4,9,Uncertain
2351,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2352,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2353,2,20,0,2,17,21,5,10,3,5,14,22,41,Uncertain
2354,0,10,0,0,7,26,14,6,0,3,15,18,34,Uncertain
2355,2,9,0,0,5,10,4,6,0,3,7,10,17,Uncertain
2356,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2357,2,0,0,0,1,3,2,0,0,0,2,2,5,Uncertain
2358,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
2359,4,12,0,0,8,16,8,8,0,4,12,16,25,Uncertain
2360,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2361,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
2362,4,15,1,1,21,24,8,10,2,2,17,24,48,Uncertain
2363,2,14,0,1,11,23,7,8,3,2,11,16,36,Trusted
2364,2,15,0,0,5,21,9,6,0,3,8,11,27,Uncertain
2365,0,0,0,0,0,15,15,0,0,0,6,6,16,Trusted
2366,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2367,2,9,0,0,5,17,11,6,0,3,13,16,23,Uncertain
2368,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2369,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2370,2,14,1,1,21,22,5,9,3,1,14,21,46,Uncertain
2371,2,19,0,1,12,25,4,9,3,3,10,16,39,Uncertain
2372,2,16,0,0,5,27,14,7,0,3,10,13,33,Uncertain
2373,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2374,0,0,0,0,0,15,15,0,0,0,6,6,16,Trusted
2375,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2376,4,20,0,0,12,22,8,10,0,6,12,18,35,Uncertain
2377,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2378,0,2,0,0,0,13,11,2,0,0,6,6,14,Uncertain
2379,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2380,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2381,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2382,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2383,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2384,2,17,0,1,14,18,5,10,3,4,12,19,34,Uncertain
2385,0,4,0,0,5,21,13,2,0,3,12,15,27,Trusted
2386,2,9,0,0,5,8,2,6,0,3,5,8,14,Uncertain
2387,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2388,0,0,0,0,0,2,2,0,0,0,1,1,3,Uncertain
2389,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2390,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2391,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2392,4,26,0,0,13,27,8,14,0,8,16,24,41,Uncertain
2393,0,2,0,0,0,25,23,2,0,0,14,14,26,Trusted
2394,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2395,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
2396,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2397,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2398,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
2399,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2400,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2401,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2402,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2403,6,61,2,6,49,58,9,28,5,14,34,55,116,Uncertain
2404,2,0,0,0,2,4,4,0,0,0,3,3,7,Uncertain
2405,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2406,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2407,0,0,0,0,0,8,8,0,0,0,4,4,9,Trusted
2408,0,1,0,0,0,10,9,1,0,0,4,4,11,Uncertain
2409,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2410,0,0,0,0,0,4,4,0,0,0,2,2,5,Trusted
2411,0,11,0,1,4,34,22,9,0,1,19,20,40,Uncertain
2412,2,19,0,1,15,32,12,8,2,3,16,21,49,Uncertain
2413,2,6,0,1,4,9,6,3,0,1,8,9,15,Trusted
2414,4,8,0,1,10,12,5,5,2,1,8,11,24,Uncertain
2415,2,8,0,0,4,10,4,4,0,2,5,7,15,Uncertain
2416,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2417,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2418,2,4,0,0,3,10,7,2,0,1,6,7,14,Trusted
2419,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2420,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
2421,2,21,0,0,9,28,11,8,0,6,15,21,38,Uncertain
2422,0,3,0,0,0,24,21,3,0,0,11,11,25,Uncertain
2423,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2424,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2425,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2426,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2427,4,29,3,2,39,33,8,15,2,5,26,39,79,Uncertain
2428,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2429,0,8,1,3,21,30,4,6,4,2,18,26,56,Uncertain
2430,2,1,0,0,2,9,8,1,0,0,5,5,12,Uncertain
2431,2,20,1,3,21,26,6,12,4,2,17,25,52,Uncertain
2432,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2433,4,22,0,1,14,28,8,11,2,4,13,19,44,Uncertain
2434,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
2435,2,11,0,0,4,15,5,3,0,2,5,7,20,Uncertain
2436,0,1,0,0,0,12,11,1,0,0,4,4,13,Trusted
2437,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2438,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2439,2,18,0,1,17,21,3,12,5,3,12,20,40,Uncertain
2440,2,21,0,0,7,27,10,9,0,5,12,17,35,Trusted
2441,0,1,0,0,0,22,21,1,0,0,10,10,23,Trusted
2442,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2443,4,9,0,0,9,13,6,3,0,3,8,11,23,Uncertain
2444,0,4,0,0,0,12,8,4,0,0,6,6,13,Uncertain
2445,0,0,0,0,0,3,3,0,0,0,3,3,4,Trusted
2446,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2447,2,28,3,4,51,29,3,18,2,2,21,36,89,Uncertain
2448,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2449,2,19,2,2,38,41,7,12,4,2,20,33,84,Uncertain
2450,0,7,0,3,24,47,5,4,8,3,17,28,75,Uncertain
2451,2,26,0,3,24,42,5,14,8,3,16,27,70,Uncertain
2452,2,40,0,0,13,49,14,14,0,8,15,23,63,Uncertain
2453,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2454,0,7,0,0,0,45,37,3,0,0,16,16,46,Trusted
2455,0,1,0,0,0,7,6,1,0,0,3,3,8,Uncertain
2456,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2457,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2458,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2459,2,19,0,1,19,23,3,13,6,3,12,21,44,Uncertain
2460,2,25,0,0,8,30,10,10,0,6,12,18,39,Trusted
2461,0,1,0,0,0,26,25,1,0,0,11,11,27,Uncertain
2462,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2463,4,15,0,1,9,27,18,9,0,4,19,23,38,Uncertain
2464,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2465,2,0,0,0,2,4,4,0,0,0,3,3,7,Uncertain
2466,6,23,0,0,13,27,9,12,0,7,16,23,41,Uncertain
2467,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
2468,0,1,0,0,0,8,7,1,0,0,4,4,9,Uncertain
2469,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2470,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2471,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2472,2,16,0,0,7,15,3,9,0,5,8,13,23,Uncertain
2473,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
2474,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2475,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2476,2,8,0,0,4,11,3,2,0,2,5,7,16,Uncertain
2477,0,2,0,0,0,10,8,2,0,0,4,4,11,Uncertain
2478,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2479,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2480,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2481,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
2482,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
2483,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2484,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2485,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2486,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2487,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2488,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2489,4,23,3,3,35,43,8,11,4,5,25,38,85,Uncertain
2490,2,0,0,0,1,3,2,0,0,0,2,2,5,Uncertain
2491,2,26,1,3,25,38,10,12,2,4,19,28,68,Uncertain
2492,2,13,0,1,15,39,14,5,3,2,17,22,56,Uncertain
2493,2,10,0,1,10,18,5,6,3,1,9,13,30,Uncertain
2494,0,1,0,0,0,5,4,1,0,0,2,2,6,Uncertain
2495,2,15,0,0,5,17,5,6,0,3,6,9,23,Uncertain
2496,0,0,0,0,0,15,15,0,0,0,6,6,16,Trusted
2497,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2498,0,3,0,0,1,9,6,2,0,0,3,3,11,Uncertain
2499,4,9,0,0,7,12,6,6,0,3,7,10,20,Uncertain
2500,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2501,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
2502,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2503,2,20,1,1,28,30,3,14,6,2,15,26,61,Uncertain
2504,2,32,0,1,15,39,7,13,3,6,14,23,56,Trusted
2505,2,17,0,0,5,41,27,8,0,3,15,18,47,Uncertain
2506,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2507,0,0,0,0,0,15,15,0,0,0,6,6,16,Trusted
2508,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2509,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
2510,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2511,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2512,2,19,0,0,10,22,7,11,0,6,14,20,33,Uncertain
2513,0,3,0,0,2,21,16,2,0,1,12,13,24,Trusted
2514,2,1,0,0,2,5,2,1,0,1,3,4,8,Uncertain
2515,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
2516,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2517,6,31,0,1,16,34,13,18,0,9,22,31,52,Uncertain
2518,0,1,0,0,0,11,10,1,0,0,6,6,12,Uncertain
2519,2,0,0,0,2,10,10,0,0,0,7,7,13,Trusted
2520,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2521,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2522,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2523,2,32,1,4,25,28,3,17,1,6,18,28,59,Uncertain
2524,6,16,0,1,16,36,19,10,3,1,21,25,54,Uncertain
2525,2,0,0,0,2,4,4,0,0,0,4,4,7,Uncertain
2526,2,15,0,0,5,17,5,6,0,3,6,9,23,Uncertain
2527,0,0,0,0,0,15,15,0,0,0,6,6,16,Trusted
2528,0,0,0,0,0,10,10,0,0,0,9,9,11,Trusted
2529,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2530,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2531,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2532,2,16,0,0,9,22,9,4,0,4,12,16,32,Uncertain
2533,0,4,0,0,0,20,16,4,0,0,8,8,21,Uncertain
2534,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2535,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2536,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2537,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2538,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2539,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2540,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2541,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2542,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2543,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2544,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2545,2,9,0,1,10,16,7,6,3,1,12,16,28,Trusted
2546,2,12,0,0,5,13,4,6,0,3,6,9,19,Uncertain
2547,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
2548,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2549,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2550,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2551,0,0,0,0,0,2,2,0,0,0,1,1,3,Uncertain
2552,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2553,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2554,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2555,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2556,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2557,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
2558,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2559,2,0,0,0,2,7,7,0,0,0,7,7,10,Trusted
2560,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2561,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2562,2,12,0,1,6,12,5,7,0,3,9,12,20,Uncertain
2563,2,0,0,0,2,10,10,0,0,0,7,7,13,Trusted
2564,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2565,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2566,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2567,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2568,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2569,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2570,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2571,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2572,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2573,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2574,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2575,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2576,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2577,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2578,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2579,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2580,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2581,0,0,0,0,0,2,2,0,0,0,1,1,3,Uncertain
2582,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2583,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2584,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2585,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
2586,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2587,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2588,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2589,2,16,0,0,9,18,5,9,0,5,11,16,28,Uncertain
2590,0,3,0,0,4,16,7,2,0,3,8,11,21,Uncertain
2591,2,3,0,0,4,9,2,3,0,3,5,8,14,Uncertain
2592,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2593,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2594,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2595,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2596,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2597,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2598,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2599,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2600,2,9,0,1,5,12,7,5,0,2,10,12,19,Trusted
2601,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
2602,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2603,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2604,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2605,4,22,0,1,12,25,10,10,0,6,15,21,39,Uncertain
2606,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2607,2,2,0,0,2,20,18,2,0,0,10,10,23,Uncertain
2608,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2609,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2610,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2611,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2612,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2613,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2614,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
2615,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2616,2,16,0,0,7,17,5,9,0,5,10,15,25,Uncertain
2617,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
2618,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2619,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2620,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2621,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2622,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2623,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2624,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2625,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2626,2,16,0,0,8,14,3,9,0,5,7,12,23,Uncertain
2627,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
2628,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2629,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2630,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2631,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2632,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
2633,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2634,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2635,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2636,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2637,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2638,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2639,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
2640,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2641,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2642,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2643,2,0,0,0,2,3,3,0,0,0,2,2,6,Uncertain
2644,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2645,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2646,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
2647,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2648,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2649,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2650,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2651,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2652,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2653,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2654,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2655,4,40,1,5,44,51,8,24,10,5,30,48,102,Uncertain
2656,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2657,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2658,2,24,0,0,7,28,8,12,0,5,12,17,36,Uncertain
2659,0,0,0,0,0,3,3,0,0,0,3,3,4,Trusted
2660,4,27,0,1,18,35,8,13,3,5,15,23,55,Uncertain
2661,0,1,0,0,0,14,13,1,0,0,6,6,15,Trusted
2662,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2663,2,16,0,0,6,22,9,5,0,3,8,11,29,Trusted
2664,0,1,0,0,0,17,16,1,0,0,6,6,18,Trusted
2665,0,1,0,0,0,22,21,1,0,0,10,10,23,Trusted
2666,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
2667,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
2668,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2669,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2670,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2671,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2672,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
2673,2,3,0,0,3,7,5,2,0,1,6,7,11,Uncertain
2674,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
2675,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2676,2,22,0,0,11,24,7,8,0,6,12,18,36,Uncertain
2677,0,4,0,0,0,26,22,4,0,0,12,12,27,Uncertain
2678,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2679,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2680,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2681,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2682,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
2683,4,42,1,3,34,43,6,24,8,7,25,40,82,Uncertain
2684,6,38,0,1,15,52,22,16,0,8,24,32,69,Uncertain
2685,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2686,2,2,0,0,2,17,15,2,0,0,7,7,20,Uncertain
2687,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2688,0,0,0,0,0,8,8,0,0,0,4,4,9,Trusted
2689,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
2690,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
2691,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
2692,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2693,2,9,0,0,7,20,13,4,0,4,14,18,28,Uncertain
2694,0,5,0,0,0,12,7,5,0,0,7,7,13,Uncertain
2695,0,0,0,0,0,5,5,0,0,0,5,5,6,Trusted
2696,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
2697,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
