,"('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:Route>}'), ('ent', '{<QualifiedName: collabmap:Route>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
2520,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2521,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2522,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2523,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2524,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2525,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2526,2,1,3,2,2,10,6,5,1,1,5,2,2,1,6,2,1,3,Uncertain
2527,1,0,1,1,1,4,2,1,0,0,1,2,1,0,2,0,1,1,Trusted
2528,2,0,2,1,1,7,4,2,0,0,2,2,2,0,4,0,2,2,Trusted
2529,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2530,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2531,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2532,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2533,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2534,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2535,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2536,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
2537,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2538,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2539,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2540,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2541,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2542,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2543,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2544,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2545,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2546,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2547,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2548,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2549,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
2550,4,0,5,1,1,11,6,4,0,0,5,2,4,0,9,0,5,4,Trusted
2551,2,1,2,2,2,8,5,5,1,1,3,1,2,1,5,1,1,3,Trusted
2552,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
2553,3,1,3,2,2,9,4,6,1,1,4,2,3,1,7,1,2,4,Trusted
2554,2,1,2,1,2,7,0,0,0,1,1,0,2,1,0,0,1,4,Uncertain
2555,4,0,4,1,1,9,4,4,0,0,4,2,4,0,8,0,4,4,Trusted
2556,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2557,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2558,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
2559,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2560,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
2561,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2562,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2563,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2564,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2565,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2566,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2567,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2568,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2569,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2570,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2571,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2572,7,3,7,4,5,25,11,7,2,3,13,2,7,3,10,6,1,10,Trusted
2573,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2574,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2575,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2576,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2577,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2578,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2579,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2580,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
2581,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2582,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2583,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2584,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
2585,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2586,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2587,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2588,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2589,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2590,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2591,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2592,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2593,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
2594,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2595,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2596,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2597,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2598,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2599,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2600,3,1,5,2,2,12,6,5,0,1,5,2,3,1,7,0,5,4,Uncertain
2601,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2602,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2603,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2604,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2605,6,2,6,3,4,22,14,12,1,2,8,2,6,2,14,2,4,8,Trusted
2606,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2607,6,2,7,3,3,24,15,12,1,2,14,2,6,2,15,1,3,8,Trusted
2608,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2609,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2610,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2611,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2612,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2613,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2614,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2615,6,1,6,2,3,20,13,9,1,1,12,2,6,1,13,5,1,7,Trusted
2616,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2617,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2618,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2619,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2620,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2621,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2622,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2623,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2624,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2625,5,0,5,1,2,17,12,4,0,0,5,2,5,0,9,0,5,5,Trusted
2626,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2627,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2628,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2629,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2630,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2631,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2632,2,0,3,1,1,7,4,2,0,0,3,2,2,0,5,0,3,2,Uncertain
2633,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2634,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2635,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2636,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2637,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2638,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2639,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2640,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2641,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2642,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2643,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2644,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2645,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2646,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
2647,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2648,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2649,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2650,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2651,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2652,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2653,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2654,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2655,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2656,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2657,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2658,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2659,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2660,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2661,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2662,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2663,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
2664,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2665,1,0,1,1,1,6,4,1,0,0,1,2,1,0,2,0,1,1,Trusted
2666,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2667,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2668,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2669,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2670,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2671,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2672,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2673,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2674,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2675,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2676,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2677,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2678,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2679,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2680,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2681,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2682,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2683,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2684,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2685,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2686,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2687,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2688,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2689,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2690,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2691,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2692,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2693,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2694,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2695,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2696,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2697,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2698,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2699,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2700,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2701,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2702,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2703,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2704,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
2705,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2706,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2707,10,0,10,1,1,21,10,10,0,0,10,2,10,0,20,0,10,10,Trusted
2708,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2709,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2710,5,2,6,3,3,21,13,11,1,2,12,2,5,2,13,2,2,7,Trusted
2711,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2712,15,4,15,5,10,74,59,26,1,4,50,2,15,4,33,1,2,19,Trusted
2713,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2714,6,1,7,2,2,21,13,9,1,1,12,2,6,1,14,5,2,7,Trusted
2715,4,1,4,2,2,17,11,7,1,1,7,2,4,1,9,3,1,5,Trusted
2716,4,1,4,2,3,15,10,7,1,1,4,2,4,1,9,0,4,5,Trusted
2717,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2718,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2719,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2720,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2721,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2722,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2723,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2724,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2725,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2726,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2727,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2728,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
2729,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2730,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2731,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2732,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2733,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2734,9,3,9,4,5,33,22,17,1,3,19,2,9,3,21,5,2,12,Trusted
2735,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2736,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2737,3,1,3,2,2,9,4,6,1,1,4,2,3,1,7,1,2,4,Trusted
2738,8,3,8,4,6,28,10,7,3,3,14,2,8,3,10,6,2,11,Trusted
2739,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2740,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2741,5,2,5,3,3,15,7,11,1,2,7,2,5,2,12,2,3,7,Trusted
2742,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2743,8,3,10,4,6,31,20,15,1,3,16,2,8,3,18,5,5,11,Uncertain
2744,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2745,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2746,7,2,7,3,3,24,14,13,1,2,14,2,7,2,16,1,3,9,Trusted
2747,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2748,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
2749,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2750,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2751,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
2752,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2753,5,2,5,3,3,16,8,11,1,2,8,2,5,2,12,3,2,7,Trusted
2754,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
2755,7,1,7,2,3,22,14,10,1,1,13,2,7,1,15,5,2,8,Trusted
2756,3,1,3,2,2,8,3,6,1,1,3,2,3,1,7,0,3,4,Trusted
2757,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2758,7,2,7,3,4,23,14,13,2,2,13,2,7,2,16,5,2,9,Trusted
2759,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2760,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2761,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2762,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2763,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2764,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2765,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2766,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2767,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2768,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2769,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2770,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2771,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2772,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2773,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2774,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2775,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2776,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2777,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2778,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2779,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2780,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2781,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2782,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2783,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2784,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2785,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2786,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2787,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2788,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2789,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2790,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2791,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2792,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2793,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2794,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2795,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2796,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2797,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2798,0,1,1,2,2,4,2,3,0,1,1,2,0,1,2,0,1,1,Uncertain
2799,0,1,1,2,2,4,2,3,0,1,1,2,0,1,2,0,1,1,Uncertain
2800,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2801,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2802,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2803,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2804,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2805,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2806,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2807,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2808,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2809,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2810,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2811,3,1,3,2,4,12,9,6,1,1,7,2,3,1,7,2,1,4,Trusted
2812,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2813,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
