,"('act', '{<QualifiedName: pgo:BallCollection>}')","('act', '{<QualifiedName: pgo:PokemonCapture>}')","('act', '{<QualifiedName: pgo:PokemonDispose>}')","('ent', '{<QualifiedName: pgo:Player>}')","('ent', '{<QualifiedName: pgo:PokemonNormal>}')","('ent', '{<QualifiedName: pgo:PokemonWeak>}')","('ent', '{<QualifiedName: pgo:Pokestop>}')","[('der', 'der'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonNormal>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonNormal>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'gen'), ('usd', 'usd'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[['der', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['der', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]",label
238,8,11,6,26,14,8,14,0,2,2,4,6,2,2,1,0,1,2,2,0,2,5,11,5,0,7,4,0,4,6,6,4,3,5,3,5,4,5,3,Instinct
239,4,3,0,8,4,2,8,0,4,0,0,2,2,0,0,1,0,0,0,0,0,3,5,3,1,1,1,0,0,0,2,1,2,1,0,3,1,1,1,Valor
240,8,13,8,30,8,10,11,2,2,0,0,0,2,0,0,1,0,2,1,8,2,3,13,2,3,4,5,0,2,8,2,3,1,4,5,3,2,2,5,Mystic
241,7,4,0,12,2,2,11,2,0,0,0,2,2,2,0,1,0,0,0,2,0,7,7,0,0,2,2,0,0,0,1,1,3,1,0,4,0,1,3,Valor
242,6,5,0,12,2,4,11,0,2,2,2,0,2,2,0,1,0,0,2,0,0,6,6,1,0,1,4,0,0,0,0,2,4,0,2,3,1,0,3,Valor
243,7,7,2,17,6,4,12,0,2,0,2,2,2,2,0,0,0,0,5,2,0,6,8,3,0,2,4,0,0,2,3,1,4,1,1,5,3,1,2,Mystic
244,8,8,3,20,4,6,13,0,2,0,2,2,2,0,0,0,0,1,2,2,2,8,8,1,0,1,5,0,1,3,3,2,3,1,3,5,3,1,3,Mystic
245,8,7,0,16,2,8,14,2,0,2,6,2,4,2,0,1,0,0,0,0,2,6,10,0,3,2,5,0,0,0,1,3,5,0,0,5,1,4,3,Valor
246,6,7,0,14,4,6,11,0,2,0,2,2,4,2,0,1,0,0,2,0,0,5,7,0,2,4,4,0,0,0,1,3,4,1,1,3,1,2,3,Valor
247,12,7,0,20,8,6,18,0,2,2,2,4,2,2,0,1,0,2,4,2,2,9,15,2,1,6,5,0,0,0,4,3,5,3,2,6,1,1,6,Valor
248,9,8,0,18,6,10,14,0,0,4,4,4,4,2,0,1,0,2,2,2,0,6,12,1,5,5,5,0,0,0,3,5,3,0,3,6,3,2,3,Valor
249,11,12,7,31,6,14,20,0,0,2,4,2,10,0,2,0,2,1,6,6,0,9,13,4,1,2,6,2,5,7,1,7,5,2,9,6,1,5,5,Instinct
250,5,4,0,10,4,2,9,0,2,0,0,2,2,2,0,1,0,0,2,0,2,4,6,1,2,3,0,0,0,0,2,1,3,2,1,2,0,0,3,Valor
251,8,6,1,16,2,6,14,0,0,0,2,2,6,0,0,0,0,0,5,4,0,9,7,0,1,1,5,0,0,1,1,3,4,0,1,6,2,2,2,Mystic
252,8,7,2,18,8,6,13,0,2,0,2,6,2,2,0,0,0,1,3,2,0,6,10,2,2,5,3,0,1,2,4,3,3,2,2,5,3,2,3,Mystic
253,8,8,4,21,6,10,13,0,2,0,2,4,4,2,2,0,0,2,4,8,0,5,11,1,3,3,5,1,1,4,3,3,3,3,4,4,2,3,4,Mystic
254,11,10,5,27,2,4,16,0,0,0,2,0,4,0,0,0,0,0,3,0,2,8,14,0,2,1,0,1,1,5,1,3,3,0,3,6,2,1,5,Instinct
255,8,6,0,15,4,2,13,2,4,0,0,2,2,2,0,1,0,0,2,0,0,6,10,0,0,4,2,0,0,0,1,1,4,1,0,5,1,1,3,Valor
256,10,10,0,21,6,10,17,0,2,2,4,6,2,2,0,1,0,2,2,4,0,6,14,2,1,4,9,0,0,0,3,5,5,2,3,6,1,2,4,Valor
257,10,7,3,21,6,6,15,0,0,0,4,2,2,0,2,0,0,1,5,2,2,9,11,3,0,3,3,2,1,3,2,2,4,2,3,5,1,3,5,Instinct
258,8,6,1,16,4,6,12,0,2,0,2,2,0,0,1,0,0,1,2,2,2,9,7,0,3,3,3,0,0,1,2,0,3,0,1,6,3,2,2,Mystic
259,8,4,0,13,4,4,13,2,2,2,2,4,2,2,0,1,0,0,4,0,2,7,9,2,1,2,3,0,0,0,2,2,4,1,0,5,1,2,3,Valor
260,3,4,0,8,6,2,6,0,4,0,0,2,2,2,0,1,0,0,0,0,0,4,2,3,0,3,2,0,0,0,2,1,2,2,1,1,1,0,2,Mystic
261,7,6,0,14,6,4,13,0,0,0,4,4,2,2,0,1,0,0,0,0,0,6,8,1,2,5,2,0,0,0,3,2,4,0,1,4,3,1,3,Valor
262,8,6,0,15,8,2,16,0,4,0,2,6,2,2,0,1,0,0,0,0,0,6,10,0,1,8,1,0,0,0,4,1,6,2,0,5,2,1,3,Valor
263,12,6,0,19,8,4,19,2,4,0,2,6,0,2,0,1,1,0,2,2,4,9,15,3,0,5,4,0,0,0,3,1,5,3,1,6,1,1,6,Valor
264,10,4,0,15,0,4,17,0,0,2,2,0,2,2,0,1,0,0,4,0,0,6,14,0,3,0,1,0,0,0,0,2,6,0,0,6,0,2,4,Valor
265,5,1,0,7,2,0,9,0,0,0,0,2,0,2,0,1,0,0,2,0,0,3,7,2,0,0,0,0,0,0,1,0,3,1,0,3,0,0,2,Mystic
266,8,6,2,17,2,6,15,0,0,2,2,2,4,2,0,0,0,0,1,0,4,6,10,0,3,1,3,0,0,2,1,3,4,0,2,5,2,1,3,Mystic
267,7,8,4,20,4,8,13,0,4,0,4,2,2,2,0,0,0,2,2,2,4,5,9,2,1,2,3,0,4,4,1,4,5,1,4,4,1,4,3,Instinct
268,8,7,3,19,2,12,14,0,0,4,6,0,6,0,0,0,0,1,4,2,2,8,8,2,1,0,8,2,1,3,0,7,5,1,4,5,0,5,3,Instinct
269,8,6,2,17,2,6,13,0,0,0,2,0,6,2,0,0,0,0,2,0,2,6,10,0,1,2,3,0,2,2,0,3,4,1,2,5,0,3,3,Mystic
270,9,5,0,15,4,4,14,2,2,0,0,2,2,2,0,1,0,2,2,4,0,6,12,0,3,4,1,0,0,0,2,2,3,0,0,6,2,2,3,Valor
271,7,6,1,15,4,6,11,0,2,0,2,0,2,0,1,0,0,0,2,0,2,8,6,0,2,3,4,0,0,1,3,2,3,1,1,5,2,2,2,Mystic
272,14,9,4,28,8,10,18,0,0,0,0,2,4,2,0,0,0,5,6,8,0,8,20,3,3,4,4,1,2,4,4,6,3,2,5,8,3,3,6,Mystic
273,7,10,0,18,4,12,12,0,2,2,4,0,8,2,0,1,0,0,0,2,0,6,8,3,3,1,9,0,0,0,1,6,3,1,3,4,1,3,3,Valor
274,5,8,3,17,4,10,9,0,2,2,2,0,4,0,0,0,1,1,1,4,0,7,3,1,2,3,5,1,2,3,0,4,2,0,3,4,2,5,1,Instinct
275,10,10,5,26,8,6,16,0,4,0,0,2,2,0,0,0,0,1,5,6,4,8,12,3,2,2,3,1,0,5,3,2,4,3,2,5,4,2,5,Mystic
276,5,4,0,10,8,0,9,0,2,0,0,4,0,2,0,1,0,0,2,0,0,4,6,3,0,5,0,0,0,0,3,0,3,4,0,2,0,0,3,Mystic
277,7,6,2,16,6,2,12,0,2,0,0,4,0,2,0,0,0,1,5,2,0,6,8,2,0,3,2,0,0,2,3,0,3,0,0,5,4,1,2,Mystic
278,10,9,4,24,4,8,15,0,2,0,2,0,2,2,0,0,0,2,3,6,2,6,14,2,1,1,4,1,2,4,0,5,3,2,3,5,1,4,5,Instinct
279,9,7,0,17,2,6,14,2,0,0,4,0,2,2,1,1,0,0,2,0,2,6,12,0,1,2,5,0,0,0,1,2,4,0,1,6,1,2,3,Valor
280,12,11,6,30,6,8,19,2,0,0,0,0,4,0,1,0,0,2,5,8,2,7,17,2,2,2,4,0,2,6,3,4,3,3,4,7,2,2,5,Mystic
281,6,8,3,18,6,4,11,0,0,0,0,2,0,0,0,0,0,0,3,4,0,7,5,0,3,4,0,0,1,3,2,1,3,2,1,5,3,2,1,Instinct
282,7,4,0,12,4,2,13,0,2,0,2,0,2,2,0,1,0,0,0,0,0,7,7,0,1,4,1,0,0,0,1,1,4,2,0,4,0,1,3,Mystic
283,8,7,0,16,8,6,14,0,6,2,2,6,2,2,0,1,0,0,2,2,0,6,10,1,2,7,4,0,0,0,3,3,5,2,0,5,2,3,3,Valor
284,8,5,1,15,0,6,10,0,0,2,0,0,0,0,1,0,0,0,0,2,0,9,7,0,0,0,6,0,0,1,0,2,1,0,0,6,0,3,2,Mystic
285,6,3,0,10,0,6,11,0,0,0,4,0,4,2,0,1,0,0,2,2,0,6,6,0,1,0,5,0,0,0,0,2,4,0,3,3,0,0,3,Valor
286,8,3,0,12,0,2,13,2,0,0,2,0,2,2,0,1,0,0,2,0,2,7,9,0,0,0,2,0,0,0,0,1,3,0,0,5,0,1,3,Valor
287,6,3,0,10,0,2,10,0,0,0,0,0,2,2,0,1,0,0,4,2,0,6,6,0,1,0,1,0,0,0,0,1,3,0,1,3,0,0,3,Instinct
288,8,8,3,20,10,4,14,0,4,0,2,2,2,0,0,0,1,0,3,0,4,8,8,2,1,7,1,0,2,3,3,2,4,4,1,5,2,3,3,Mystic
289,6,5,1,13,6,2,11,0,2,0,2,6,0,0,0,0,0,1,0,0,2,7,5,1,0,5,1,0,1,1,3,1,3,2,0,4,1,2,2,Instinct
290,11,6,1,19,6,2,18,0,2,0,0,2,0,0,0,0,0,0,5,2,2,10,12,3,0,2,2,0,0,1,2,0,6,2,1,6,2,0,5,Instinct
291,9,5,0,15,4,2,13,0,0,0,2,0,0,2,1,1,0,0,2,0,0,6,12,1,0,3,2,0,0,0,2,0,2,0,0,6,2,1,3,Valor
292,4,6,1,12,6,2,8,0,2,0,0,2,0,0,0,0,0,1,0,0,0,6,2,1,1,4,1,0,0,1,2,0,3,2,0,2,2,1,2,Mystic
293,6,7,2,16,8,6,11,0,4,2,2,4,2,2,0,0,0,0,2,2,0,6,6,3,0,4,5,0,1,2,3,2,4,2,1,4,3,3,2,Mystic
294,9,9,4,23,4,10,16,0,0,0,4,4,0,2,0,0,1,2,3,6,0,5,13,2,2,1,6,1,1,4,2,4,4,2,4,4,1,3,5,Mystic
295,5,6,0,12,8,4,10,0,2,0,2,4,2,2,0,1,0,0,0,0,0,4,6,4,0,4,4,0,0,0,4,2,3,2,2,2,2,0,3,Valor
296,11,9,0,21,10,0,14,0,0,0,0,0,0,2,0,1,0,0,2,0,0,7,15,5,0,5,0,0,0,0,4,0,2,2,0,6,3,0,5,Valor
297,12,12,7,32,10,6,20,0,2,0,0,4,2,0,1,0,0,3,5,4,0,10,14,2,2,4,1,2,1,7,5,4,5,6,3,7,3,3,5,Instinct
298,8,6,2,17,6,2,13,0,4,0,0,0,0,2,0,0,0,0,2,2,4,6,10,2,1,3,0,0,1,2,2,1,3,2,1,5,2,1,3,Instinct
299,3,3,0,7,4,2,6,0,2,0,2,2,0,2,0,1,0,0,0,0,0,3,3,2,0,2,2,0,0,0,1,1,2,2,1,1,0,0,2,Instinct
300,9,9,5,24,4,14,17,2,4,4,4,4,6,2,2,1,1,2,3,6,4,6,12,1,3,3,6,2,3,5,2,7,4,1,5,6,1,7,3,Instinct
301,7,9,4,21,4,6,14,0,0,0,4,2,2,2,0,1,0,1,1,0,2,6,8,1,1,2,2,1,2,4,1,3,5,1,4,4,2,2,3,Instinct
302,5,8,3,17,6,4,10,0,0,2,2,4,0,2,0,1,0,1,1,0,0,3,7,3,0,2,4,0,0,3,3,1,2,2,1,2,2,1,3,Mystic
303,4,4,0,9,4,4,6,2,2,2,0,2,0,2,0,1,0,0,0,2,0,4,4,2,1,2,3,0,0,0,1,1,1,1,2,2,1,0,2,Valor
304,9,6,2,18,2,8,17,0,2,0,2,0,6,2,0,1,2,0,4,4,2,6,12,1,1,1,5,1,1,2,1,4,4,0,2,6,1,4,3,Instinct
305,6,4,0,11,2,4,9,2,0,0,0,0,2,2,0,1,0,2,0,2,2,6,6,0,1,2,3,0,0,0,1,2,1,1,1,3,0,1,3,Valor
306,7,9,4,21,8,10,12,0,0,2,2,6,2,2,1,1,0,1,3,4,0,6,8,3,0,4,7,1,2,4,4,6,2,3,4,4,2,4,3,Mystic
307,7,5,1,14,4,2,13,0,2,0,2,0,0,2,0,1,0,1,2,0,2,6,8,0,2,3,0,0,0,1,2,0,5,1,0,4,2,1,3,Mystic
308,4,2,0,7,2,0,8,0,2,0,0,2,0,2,0,1,0,0,0,0,0,3,5,0,0,2,0,0,0,0,1,0,2,1,0,2,0,0,2,Mystic
309,8,4,0,13,2,4,13,0,0,0,2,0,2,2,0,1,1,0,2,0,2,7,9,2,1,0,3,0,0,0,0,1,4,0,1,5,1,1,3,Instinct
310,7,6,1,15,8,2,14,0,4,0,2,4,2,2,0,1,0,0,0,0,0,6,8,3,0,5,1,0,1,1,3,1,5,0,2,4,4,0,3,Instinct
311,14,12,7,34,8,10,21,2,4,0,0,2,6,2,0,1,1,2,9,8,2,9,19,1,4,3,4,1,1,7,4,3,6,4,5,7,4,2,7,Mystic
312,14,8,3,26,2,10,17,0,0,2,0,0,0,2,0,1,0,3,4,6,2,9,19,1,2,0,7,0,1,3,2,4,2,2,3,7,0,3,7,Mystic
313,5,2,0,8,4,0,8,0,2,0,0,2,0,2,0,1,0,0,2,0,0,4,6,3,0,1,0,0,0,0,2,0,2,2,0,2,0,0,3,Valor
314,12,10,0,23,8,6,20,0,4,0,2,6,2,2,0,1,0,0,2,0,2,9,15,3,2,5,4,0,0,0,4,3,6,3,2,6,1,1,6,Valor
315,8,7,2,18,6,4,15,2,4,0,2,4,0,2,0,1,0,1,0,2,2,6,10,3,0,2,3,0,1,2,3,1,6,1,3,5,3,0,3,Mystic
316,12,6,2,21,2,10,17,2,0,2,4,0,4,2,1,1,1,2,3,4,2,9,15,0,3,2,5,0,2,2,0,4,4,1,4,6,0,3,6,Mystic
317,9,7,2,19,4,10,16,0,4,2,4,2,4,2,0,1,0,2,2,4,2,6,12,2,2,2,6,0,2,2,1,5,6,0,4,6,2,3,3,Instinct
318,4,3,0,8,2,2,7,2,0,0,0,2,2,2,0,1,0,0,0,2,0,4,4,1,0,1,2,0,0,0,1,1,1,1,0,2,0,1,2,Valor
319,6,7,0,14,2,8,11,2,0,2,4,0,4,2,0,1,0,0,0,0,0,5,7,1,3,1,5,0,0,0,1,3,4,1,1,3,0,3,3,Valor
320,5,4,0,10,4,4,8,2,0,0,0,0,4,2,0,1,0,0,2,0,0,4,6,2,1,2,3,0,0,0,2,2,1,2,2,2,0,0,3,Valor
321,7,7,2,17,6,0,13,0,0,0,0,4,0,2,0,1,0,0,3,0,0,6,8,0,0,4,0,0,0,2,3,0,4,2,0,4,3,0,3,Instinct
322,7,6,1,15,2,10,13,2,0,0,8,2,4,2,0,1,0,1,0,2,2,6,8,0,3,2,6,0,1,1,1,4,5,0,3,4,1,3,3,Instinct
323,5,9,0,15,4,10,8,2,0,4,2,0,4,2,0,1,0,0,0,2,0,3,7,2,3,2,7,0,0,0,1,5,2,2,3,2,0,2,3,Valor
324,8,8,0,17,4,8,12,0,0,0,2,2,2,2,0,1,0,2,2,2,0,6,10,2,2,2,6,0,0,0,2,4,3,0,2,5,2,2,3,Valor
325,10,7,0,18,8,4,15,2,0,0,2,4,0,2,0,1,0,0,2,0,2,6,14,3,1,5,3,0,0,0,4,2,4,2,0,6,2,2,4,Valor
326,7,7,0,15,6,8,9,2,2,4,0,0,2,2,0,1,0,0,0,4,0,6,8,1,2,5,6,0,0,0,1,4,1,1,2,4,2,2,3,Valor
327,6,6,1,14,6,6,10,2,2,0,2,2,0,2,0,1,0,3,0,2,2,5,7,0,4,6,1,0,1,1,3,2,3,2,1,3,1,3,3,Mystic
328,8,7,0,16,4,8,13,0,2,0,0,2,6,2,0,1,0,0,4,4,0,6,10,2,1,2,7,0,0,0,1,4,4,0,2,5,2,2,3,Valor
329,15,11,6,33,10,10,25,0,4,0,4,6,6,2,0,1,0,1,6,6,2,9,21,4,3,5,2,2,3,6,4,7,8,5,6,7,1,4,8,Instinct
330,5,4,0,10,4,2,9,0,4,0,0,2,2,2,0,1,0,0,2,0,0,3,7,3,0,1,2,0,0,0,2,1,3,1,1,4,1,0,1,Instinct
331,6,8,3,18,2,10,11,0,0,2,2,0,4,2,0,0,1,1,3,6,0,5,7,1,2,1,5,1,2,3,1,5,3,0,5,3,1,3,3,Instinct
332,11,11,7,30,8,12,19,0,0,0,6,2,8,0,2,1,1,0,3,4,0,9,13,1,2,6,4,2,4,7,1,6,4,2,7,7,3,5,4,Instinct
333,5,7,2,15,4,8,9,2,2,0,2,0,2,2,0,1,0,0,0,4,2,3,7,4,1,0,5,1,1,2,1,3,3,2,4,1,0,2,4,Instinct
334,7,5,1,14,4,6,12,0,0,0,2,2,2,0,0,1,0,1,4,0,4,2,12,2,1,2,4,0,1,1,2,3,3,2,1,3,0,3,4,Instinct
335,8,7,2,18,4,10,13,0,0,2,4,2,4,2,0,1,1,0,3,2,0,4,12,4,2,0,6,0,2,2,2,5,3,2,4,3,0,3,5,Instinct
336,6,9,0,16,6,6,11,0,2,2,2,4,0,2,0,1,0,0,0,2,0,3,9,1,2,5,4,0,0,0,2,2,4,3,2,1,0,1,5,Valor
337,6,8,4,19,4,10,11,0,2,2,0,0,4,2,1,1,1,1,1,4,2,3,9,2,2,2,4,2,2,4,1,5,2,2,4,4,0,5,2,Instinct
338,8,7,0,16,8,4,13,2,0,0,4,6,0,0,0,1,1,0,2,0,2,3,13,4,2,4,2,0,0,0,3,1,4,3,1,3,1,1,5,Valor
339,8,9,0,18,10,4,13,0,2,0,0,0,4,2,0,1,0,0,2,2,0,6,10,4,2,6,2,0,0,0,4,2,4,4,2,3,1,0,5,Valor
340,8,7,0,16,10,2,13,2,2,0,0,6,0,0,0,1,0,0,4,0,0,3,13,2,2,8,0,0,0,0,5,1,4,2,1,3,3,0,5,Valor
341,5,7,2,15,6,8,9,2,4,2,2,2,0,2,0,1,0,1,0,2,4,3,7,3,2,3,4,1,1,2,2,3,3,2,4,1,1,2,4,Instinct
342,9,5,0,15,6,4,13,0,2,0,0,0,4,0,0,0,0,0,4,0,2,6,12,1,2,5,2,0,0,0,2,2,3,0,2,5,3,0,4,Instinct
343,6,5,0,12,2,8,11,0,2,2,4,2,6,0,0,0,0,0,0,2,0,4,8,1,3,1,5,0,0,0,1,4,3,0,2,4,1,2,2,Valor
344,10,6,0,17,4,2,16,2,2,0,0,4,2,0,0,0,0,0,4,2,2,5,15,4,1,0,1,0,0,0,2,1,5,2,0,5,0,1,5,Valor
345,8,9,5,23,8,2,15,0,4,0,2,2,0,2,0,1,0,1,1,0,2,6,10,3,0,1,1,0,1,5,4,1,5,3,2,5,5,0,3,Instinct
346,19,4,0,24,2,4,28,2,0,0,0,2,4,2,0,1,0,0,10,4,6,13,25,1,2,1,2,0,0,0,1,2,7,0,1,10,1,1,9,Valor
347,11,8,4,24,8,6,16,2,2,0,0,4,0,2,1,1,1,0,1,4,2,6,16,4,0,2,5,1,0,4,5,2,2,4,2,6,2,2,5,Mystic
348,9,5,0,15,2,4,16,0,0,0,4,2,0,0,0,0,0,0,2,0,2,6,12,1,0,1,4,0,0,0,1,1,6,0,0,5,1,2,4,Mystic
349,6,6,1,14,4,6,11,2,0,0,4,2,4,0,0,1,0,0,0,2,2,2,10,0,4,4,1,1,0,1,2,3,3,1,3,2,1,1,4,Instinct
350,8,9,0,18,8,4,12,2,2,0,4,2,0,2,0,1,1,0,0,0,0,6,10,3,2,5,2,0,0,0,3,1,3,4,1,3,0,1,5,Valor
351,7,8,3,19,6,10,12,0,4,0,0,4,2,2,0,0,0,1,3,8,2,5,9,1,3,4,5,1,1,3,2,3,3,2,4,4,2,3,3,Mystic
352,10,9,4,24,2,8,17,2,0,0,0,2,4,0,1,0,0,2,6,4,2,6,14,1,2,1,5,0,1,4,1,2,5,1,2,6,0,3,4,Mystic
353,7,5,1,14,4,4,10,2,2,0,0,2,2,0,0,1,0,0,2,2,0,2,12,0,1,4,2,0,1,1,1,2,2,1,1,3,1,2,4,Instinct
354,9,6,2,18,4,4,13,0,0,0,2,2,2,0,0,1,2,0,3,2,0,4,14,1,2,3,0,2,0,2,1,1,2,0,4,4,2,0,5,Instinct
355,7,3,0,11,2,0,13,0,2,0,0,2,0,0,0,1,0,0,0,0,2,3,11,2,0,0,0,0,0,0,1,0,4,1,0,5,0,0,2,Instinct
356,9,8,3,21,2,12,16,2,0,0,8,0,4,2,0,1,0,3,2,2,6,6,12,0,4,2,5,0,3,3,0,6,6,1,4,5,0,5,4,Instinct
357,12,4,0,17,4,2,20,0,2,0,0,2,2,2,0,1,0,0,6,0,4,7,17,0,2,4,0,0,0,0,1,1,7,1,1,6,1,0,6,Instinct
358,10,3,0,14,2,2,14,2,0,0,2,0,2,0,0,1,0,0,4,0,4,6,14,1,0,1,2,0,0,0,1,1,3,0,0,5,1,1,5,Valor
359,9,8,0,18,10,4,16,0,8,0,2,8,2,0,0,1,0,0,0,0,0,6,12,4,2,6,2,0,0,0,4,2,5,3,2,4,2,0,5,Valor
360,11,5,0,17,2,6,16,0,2,0,0,2,2,0,0,0,0,0,4,6,0,7,15,2,1,0,5,0,0,0,1,2,4,1,0,6,0,3,5,Valor
361,9,4,0,14,0,4,15,0,0,0,2,0,4,2,0,1,0,0,4,0,2,6,12,0,1,0,3,0,0,0,0,2,5,0,1,4,0,1,5,Valor
362,10,8,3,22,4,10,14,0,0,0,0,0,6,0,0,1,0,3,4,6,0,6,14,1,2,2,7,1,0,3,2,5,3,2,4,5,1,2,5,Mystic
363,5,8,3,17,4,10,8,2,0,2,0,2,2,0,1,1,0,4,1,6,0,3,7,0,4,4,3,2,1,3,1,5,1,1,5,1,1,3,4,Instinct
364,6,9,0,16,4,8,11,0,0,2,2,2,2,2,0,1,0,0,2,2,0,3,9,2,2,2,6,0,0,0,2,4,3,1,3,1,1,1,5,Valor
365,5,8,0,14,8,6,10,0,2,2,2,4,2,0,0,1,0,0,0,0,0,3,7,4,2,4,4,0,0,0,3,3,4,3,2,1,1,1,4,Valor
366,8,6,0,15,6,6,11,2,2,0,0,0,4,0,0,0,0,0,2,2,0,4,12,2,3,4,3,0,0,0,3,3,2,1,2,4,2,1,4,Valor
367,17,6,2,26,8,4,27,0,4,0,4,6,2,0,0,0,0,1,8,0,6,11,23,3,0,3,4,0,0,2,4,1,9,4,0,9,2,2,8,Mystic
368,8,6,0,15,4,8,13,2,0,2,6,2,2,0,0,0,1,0,0,0,2,4,12,0,5,4,3,0,0,0,2,2,4,1,2,4,1,2,4,Valor
369,7,7,0,15,8,2,13,0,2,0,0,4,2,0,0,1,0,0,2,0,0,3,11,6,0,2,2,0,0,0,4,1,4,3,1,3,1,0,4,Valor
370,10,7,3,21,4,8,13,0,4,0,0,0,2,0,0,1,0,5,0,6,0,6,14,0,2,2,5,1,0,3,2,3,2,1,4,5,3,1,5,Mystic
371,9,5,1,16,6,2,14,0,2,0,2,0,0,0,0,0,1,0,2,0,4,6,12,3,0,3,1,0,1,1,1,1,4,1,1,5,2,1,4,Instinct
372,7,2,0,10,0,2,12,0,0,0,2,0,2,2,0,0,0,0,2,0,0,4,10,0,2,0,0,0,0,0,0,1,4,0,1,5,0,0,2,Valor
