,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
2548,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
2549,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2550,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2551,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2552,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2553,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2554,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2555,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2556,2,8,0,0,1,10,10,1,5,6,0,3,1,10,14,23,Trusted
2557,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2558,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2559,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2560,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2561,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2562,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2563,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2564,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2565,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2566,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2567,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2568,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2569,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2570,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2571,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2572,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
2573,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2574,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
2575,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2576,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2577,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2578,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2579,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
2580,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2581,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
2582,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2583,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
2584,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2585,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2586,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2587,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2588,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
2589,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2590,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2591,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2592,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2593,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2594,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2595,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2596,2,8,0,0,0,6,7,1,3,8,0,0,4,7,11,15,Trusted
2597,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2598,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2599,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2600,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2601,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2602,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2603,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2604,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2605,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2606,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2607,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2608,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2609,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2610,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2611,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2612,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2613,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2614,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2615,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2616,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2617,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2618,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2619,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2620,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2621,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2622,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2623,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2624,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2625,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2626,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2627,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2628,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2629,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2630,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2631,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2632,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2633,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2634,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2635,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2636,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2637,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2638,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2639,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2640,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2641,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2642,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2643,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2644,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2645,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2646,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2647,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
2648,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2649,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2650,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2651,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2652,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2653,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2654,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2655,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2656,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2657,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2658,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2659,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2660,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2661,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2662,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2663,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2664,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2665,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2666,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2667,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2668,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2669,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2670,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2671,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2672,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2673,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2674,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2675,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2676,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2677,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2678,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2679,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2680,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2681,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2682,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2683,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2684,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2685,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2686,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2687,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2688,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2689,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2690,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2691,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2692,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2693,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2694,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2695,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2696,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2697,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2698,2,47,4,4,2,132,31,1,3,35,1,12,1,28,62,175,Trusted
2699,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2700,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2701,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2702,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2703,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2704,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2705,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2706,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2707,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2708,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2709,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2710,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2711,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2712,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2713,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2714,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2715,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2716,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2717,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2718,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2719,0,0,0,0,0,0,3,1,3,0,0,0,0,3,3,5,Uncertain
2720,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2721,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
2722,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2723,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2724,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2725,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2726,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2727,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2728,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2729,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2730,2,14,0,0,1,20,14,1,3,9,0,7,1,11,19,37,Trusted
2731,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2732,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2733,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2734,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2735,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2736,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2737,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2738,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2739,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2740,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2741,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2742,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2743,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2744,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2745,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2746,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2747,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2748,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2749,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2750,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2751,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2752,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2753,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2754,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2755,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2756,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2757,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2758,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2759,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2760,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2761,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2762,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2763,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2764,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2765,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2766,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2767,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2768,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2769,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2770,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2771,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2772,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2773,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2774,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2775,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2776,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2777,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2778,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2779,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2780,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2781,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2782,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2783,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2784,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2785,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2786,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2787,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2788,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2789,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2790,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2791,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2792,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2793,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2794,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2795,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
2796,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2797,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2798,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2799,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2800,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2801,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2802,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2803,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2804,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2805,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2806,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
2807,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2808,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2809,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2810,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2811,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2812,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2813,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2814,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2815,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2816,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2817,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2818,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2819,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2820,2,40,0,0,5,42,30,1,3,27,3,7,8,23,41,79,Trusted
2821,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
2822,2,26,0,0,1,22,19,1,3,21,0,4,8,16,28,44,Trusted
2823,2,29,0,1,1,53,30,1,3,26,3,18,2,23,46,87,Trusted
2824,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2825,2,15,0,0,1,23,15,1,3,12,0,9,1,12,22,41,Trusted
2826,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2827,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2828,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2829,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2830,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2831,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2832,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2833,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
2834,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2835,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2836,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2837,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2838,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2839,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2840,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2841,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2842,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2843,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2844,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2845,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2846,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2847,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2848,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2849,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2850,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2851,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2852,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
2853,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2854,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2855,2,10,0,1,2,22,16,1,3,7,0,7,1,13,21,43,Trusted
2856,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
2857,2,18,0,0,1,28,18,1,3,14,0,11,1,16,28,49,Trusted
2858,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
2859,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
2860,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2861,2,6,0,0,1,6,6,1,3,4,0,1,1,6,8,15,Trusted
2862,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2863,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2864,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2865,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2866,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2867,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2868,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2869,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2870,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2871,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2872,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2873,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2874,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2875,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
2876,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2877,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2878,2,21,0,0,1,20,16,1,3,18,0,5,6,15,26,39,Trusted
2879,2,9,0,1,1,11,11,1,5,6,0,3,1,10,14,26,Trusted
2880,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2881,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2882,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2883,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2884,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2885,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2886,2,11,1,1,1,12,10,1,3,7,1,1,2,10,14,27,Trusted
