,"[('gen', 'der'), ('usd', 'der'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['gen', 'act'], ['der', 'ent'], ['der', 'ent']]","[['gen', 'act'], ['der', 'ent']]","[['gen', 'act'], ['inv', 'act'], ['der', 'ent'], ['der', 'ent']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]",act,ent,label
1025,16,6,28,2,2,10,12,17,17,46,Mystic
1026,16,4,24,0,0,4,10,12,12,35,Valor
1027,4,7,25,1,1,10,6,14,14,35,Instinct
1028,20,2,26,0,0,4,11,13,13,39,Valor
1029,18,9,31,7,7,18,17,26,26,64,Mystic
1030,20,4,30,0,0,6,12,15,15,44,Valor
1031,14,4,23,1,1,6,10,13,13,36,Instinct
1032,12,6,26,0,0,6,9,13,13,36,Valor
1033,16,4,26,0,0,6,10,13,13,38,Valor
1034,14,10,33,3,3,14,14,21,21,54,Instinct
1035,14,8,27,3,3,10,13,18,18,46,Mystic
1036,8,6,30,0,0,8,7,15,15,39,Valor
1037,10,4,20,0,0,4,7,10,10,28,Instinct
1038,12,6,26,2,2,8,10,16,16,41,Mystic
1039,16,5,25,3,3,10,12,17,17,45,Instinct
1040,16,3,23,1,1,6,10,13,13,37,Mystic
1041,16,4,26,0,0,6,10,13,13,38,Mystic
1042,20,2,24,2,2,6,12,15,15,42,Instinct
1043,16,10,36,0,0,10,13,18,18,50,Valor
1044,22,11,43,3,3,16,18,26,26,69,Mystic
1045,20,4,27,3,3,8,14,18,18,48,Mystic
1046,20,4,36,0,0,6,12,18,18,50,Valor
1047,10,2,18,0,0,4,6,9,9,26,Mystic
1048,16,1,19,1,1,4,9,11,11,32,Instinct
1049,20,7,37,5,5,14,16,26,26,65,Mystic
1050,8,6,20,0,0,6,7,10,10,28,Valor
1051,16,12,34,6,6,16,17,26,26,63,Mystic
1052,28,4,38,0,0,6,16,19,19,56,Valor
1053,14,3,23,1,1,6,9,13,13,36,Mystic
1054,22,2,28,0,0,4,12,14,14,42,Valor
1055,24,6,36,0,0,6,15,18,18,52,Valor
1056,16,2,18,2,2,4,10,12,12,33,Mystic
1057,14,2,20,0,0,4,8,10,10,30,Mystic
1058,16,9,34,4,4,14,15,23,23,58,Instinct
1059,18,7,31,3,3,12,14,20,20,53,Mystic
1060,8,4,20,0,0,6,6,10,10,28,Valor
1061,18,4,28,0,0,6,11,14,14,41,Valor
1062,12,10,34,0,0,12,11,17,17,47,Valor
1063,12,9,28,2,2,10,12,17,17,44,Mystic
1064,10,4,20,0,0,6,7,10,10,29,Mystic
1065,12,3,19,1,1,6,8,11,11,31,Instinct
1066,18,6,27,5,5,12,15,21,21,53,Mystic
1067,16,13,47,5,5,18,18,31,31,75,Mystic
1068,20,6,27,3,3,6,15,18,18,47,Instinct
1069,10,8,28,0,0,10,9,14,14,39,Valor
1070,14,2,20,0,0,4,8,10,10,30,Valor
1071,18,4,24,2,2,6,12,15,15,41,Instinct
1072,10,9,28,2,2,12,11,17,17,44,Instinct
1073,10,2,16,0,0,4,6,8,8,24,Instinct
1074,12,4,24,0,0,4,8,12,12,33,Valor
1075,26,2,30,0,0,2,14,15,15,45,Valor
1076,8,8,32,0,0,8,8,16,16,41,Valor
1077,18,1,21,1,1,4,10,12,12,35,Instinct
1078,14,2,19,1,1,4,9,11,11,31,Instinct
1079,16,0,18,0,0,2,8,9,9,28,Valor
1080,18,0,20,0,0,2,9,10,10,31,Mystic
1081,24,6,38,0,0,8,15,19,19,55,Valor
1082,18,4,32,0,0,6,11,16,16,45,Valor
1083,14,11,32,6,6,18,16,25,25,61,Instinct
1084,12,2,18,0,0,4,7,9,9,27,Mystic
1085,16,2,24,0,0,4,9,12,12,35,Valor
1086,18,10,40,0,0,10,14,20,20,55,Valor
1087,16,8,31,5,5,12,15,23,23,56,Instinct
1088,18,8,36,0,0,8,13,18,18,50,Valor
1089,12,2,18,0,0,4,7,9,9,27,Instinct
1090,14,6,33,1,1,8,11,18,18,47,Instinct
1091,26,2,32,0,0,4,14,16,16,48,Valor
1092,6,4,18,0,0,6,5,9,9,25,Mystic
1093,16,10,38,4,4,14,16,25,25,62,Mystic
1094,22,1,25,1,1,4,12,14,14,41,Mystic
1095,14,2,20,0,0,4,8,10,10,30,Instinct
1096,26,8,42,0,0,8,17,21,21,60,Valor
1097,12,6,30,0,0,8,9,15,15,41,Mystic
1098,28,6,42,0,0,8,17,21,21,61,Valor
1099,16,3,21,1,1,4,10,12,12,34,Instinct
1100,14,6,32,0,0,8,10,16,16,44,Valor
1101,8,11,29,3,3,16,11,19,19,48,Instinct
1102,14,6,28,0,0,6,10,14,14,39,Instinct
1103,12,0,14,0,0,2,6,7,7,22,Mystic
1104,12,2,18,0,0,4,7,9,9,27,Instinct
1105,16,5,24,2,2,6,12,15,15,40,Mystic
1106,14,9,31,3,3,12,13,20,20,51,Instinct
1107,12,6,28,0,0,8,9,14,14,39,Valor
1108,22,4,34,0,0,6,13,17,17,49,Valor
1109,12,6,24,0,0,6,9,12,12,34,Mystic
1110,12,7,30,2,2,10,11,18,18,46,Mystic
1111,10,6,26,0,0,8,8,13,13,36,Instinct
1112,14,9,33,3,3,12,13,21,21,53,Instinct
1113,18,3,24,2,2,6,12,15,15,41,Mystic
1114,24,6,34,2,2,8,16,20,20,55,Instinct
1115,18,10,46,0,0,12,14,23,23,62,Valor
1116,20,4,28,2,2,8,13,17,17,47,Mystic
1117,10,4,20,0,0,6,7,10,10,29,Valor
1118,24,6,40,0,0,8,15,20,20,57,Valor
1119,14,2,20,0,0,4,8,10,10,30,Instinct
1120,10,13,34,4,4,16,14,23,23,56,Mystic
1121,18,9,34,4,4,14,16,23,23,59,Mystic
1122,16,11,39,5,5,16,16,27,27,66,Instinct
1123,18,2,20,2,2,4,11,13,13,36,Mystic
1124,10,10,30,4,4,16,12,21,21,52,Instinct
1125,10,4,20,0,0,6,7,10,10,29,Instinct
1126,18,9,37,5,5,16,16,26,26,65,Mystic
1127,14,4,22,2,2,8,10,14,14,38,Mystic
1128,10,4,20,0,0,6,7,10,10,29,Instinct
1129,18,11,41,5,5,18,17,28,28,70,Instinct
1130,8,12,38,0,0,14,10,19,19,50,Valor
1131,18,3,25,1,1,6,11,14,14,40,Instinct
1132,22,4,32,0,0,6,13,16,16,47,Valor
1133,8,4,20,0,0,6,6,10,10,28,Valor
1134,20,2,28,0,0,4,11,14,14,41,Valor
1135,16,8,38,0,0,10,12,19,19,52,Valor
1136,16,4,32,0,0,6,10,16,16,44,Valor
1137,18,4,28,0,0,6,11,14,14,41,Valor
1138,12,4,34,0,0,6,8,17,17,44,Mystic
1139,16,5,24,2,2,6,12,15,15,40,Mystic
1140,14,15,43,9,9,22,20,35,35,80,Instinct
1141,22,6,38,0,0,8,14,19,19,54,Valor
1142,20,0,22,0,0,2,10,11,11,34,Mystic
1143,8,2,14,0,0,4,5,7,7,21,Instinct
1144,4,0,6,0,0,2,2,3,3,10,Mystic
1145,12,9,26,4,4,12,13,19,19,47,Mystic
1146,10,10,37,3,3,14,12,23,23,56,Mystic
1147,6,6,18,0,0,6,6,9,9,25,Instinct
1148,18,2,26,0,0,4,10,13,13,38,Valor
1149,14,0,16,0,0,2,7,8,8,25,Valor
1150,16,7,30,4,4,10,14,21,21,52,Mystic
1151,16,0,18,0,0,2,8,9,9,28,Instinct
1152,14,8,31,3,3,8,14,20,20,49,Instinct
1153,2,11,24,2,2,14,8,15,15,37,Mystic
1154,16,8,33,5,5,14,15,24,24,59,Instinct
1155,16,8,32,0,0,8,12,16,16,45,Valor
1156,20,4,26,4,4,10,14,19,19,50,Mystic
1157,16,7,29,3,3,12,13,19,19,50,Mystic
1158,18,8,34,4,4,12,15,23,23,58,Mystic
1159,16,6,30,2,2,10,12,18,18,48,Mystic
1160,12,8,29,1,1,10,11,16,16,43,Instinct
1161,18,0,20,0,0,2,9,10,10,31,Valor
1162,10,2,14,0,0,2,6,7,7,21,Instinct
1163,12,4,20,2,2,8,9,13,13,35,Mystic
1164,14,5,23,3,3,10,11,16,16,42,Instinct
1165,16,10,29,7,7,16,17,25,25,60,Instinct
1166,18,5,31,3,3,10,13,20,20,52,Mystic
1167,18,6,40,0,0,8,12,20,20,54,Valor
1168,22,2,28,0,0,4,12,14,14,42,Valor
1169,10,7,25,1,1,10,9,14,14,38,Instinct
1170,12,4,26,0,0,6,8,13,13,36,Valor
1171,12,9,30,4,4,12,13,21,21,51,Instinct
1172,22,4,32,0,0,6,13,16,16,47,Mystic
1173,18,10,40,0,0,12,14,20,20,56,Valor
1174,14,4,24,0,0,6,9,12,12,35,Valor
1175,22,3,29,1,1,4,13,16,16,45,Instinct
1176,20,9,37,5,5,14,18,26,26,65,Instinct
1177,22,2,28,0,0,4,12,14,14,42,Valor
1178,20,2,24,2,2,6,12,15,15,42,Instinct
1179,16,6,32,0,0,8,11,16,16,45,Valor
1180,28,4,42,0,0,4,16,21,21,59,Valor
1181,18,5,28,2,2,8,13,17,17,46,Instinct
1182,14,6,33,3,3,10,12,21,21,52,Mystic
1183,14,10,40,0,0,12,12,20,20,54,Valor
1184,22,4,32,0,0,6,13,16,16,47,Valor
1185,12,0,14,0,0,2,6,7,7,22,Valor
1186,16,6,28,2,2,8,12,17,17,45,Instinct
1187,14,3,23,1,1,6,9,13,13,36,Instinct
1188,14,6,24,2,2,8,11,15,15,40,Mystic
1189,18,4,27,1,1,6,12,15,15,42,Instinct
1190,14,9,31,3,3,10,13,20,20,50,Instinct
1191,12,0,14,0,0,2,6,7,7,22,Mystic
1192,14,7,28,2,2,10,12,17,17,45,Mystic
1193,20,10,32,6,6,12,18,25,25,61,Instinct
1194,12,6,26,0,0,8,9,13,13,37,Mystic
1195,18,7,27,3,3,8,14,18,18,47,Instinct
1196,16,10,35,3,3,12,15,22,22,56,Mystic
1197,28,2,36,0,0,4,15,18,18,53,Valor
1198,14,2,20,0,0,4,8,10,10,30,Valor
1199,22,4,28,4,4,10,15,20,20,53,Instinct
