,"('act', '{<QualifiedName: collabmap:BuildingVerification>}')","('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Building>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:Building>}'), ('ent', '{<QualifiedName: collabmap:Building>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['gen', ('act', '{<QualifiedName: collabmap:BuildingVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
2973,2,6,2,6,1,2,3,23,2,10,1,2,1,1,1,0,0,1,1,11,6,1,3,8,3,0,5,1,7,Trusted
2974,2,4,3,4,1,3,3,16,2,10,1,2,1,1,1,0,1,1,2,6,4,2,3,7,3,0,2,2,6,Trusted
2975,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2976,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2977,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2978,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2979,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
2980,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2981,2,6,2,6,1,2,2,20,2,12,1,2,1,1,1,0,0,1,1,9,6,1,3,10,3,0,3,3,7,Trusted
2982,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2983,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2984,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
2985,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2986,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
2987,2,4,3,4,1,3,3,17,2,10,1,2,1,1,1,0,1,1,2,7,4,2,3,7,3,1,1,2,6,Trusted
2988,2,4,2,4,1,2,2,15,2,9,1,2,1,1,1,0,0,1,1,6,4,1,3,7,3,0,2,2,5,Trusted
2989,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2990,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
2991,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2992,2,4,2,4,1,2,2,16,2,8,1,2,1,1,1,0,0,1,1,7,4,1,3,6,3,0,3,1,5,Trusted
2993,2,4,4,4,1,3,3,17,2,10,1,2,1,1,1,0,1,1,2,7,4,2,3,7,3,1,1,2,7,Trusted
2994,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
2995,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2996,2,9,1,11,1,1,1,26,2,22,1,2,1,1,1,0,0,0,0,11,9,0,3,20,3,0,0,11,9,Trusted
2997,2,1,2,2,1,2,2,9,2,5,1,2,1,1,1,0,0,0,1,2,1,1,3,2,3,0,0,2,2,Trusted
2998,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
2999,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3000,2,4,3,4,1,3,3,16,2,10,1,2,1,1,1,0,1,1,2,6,4,2,3,7,3,0,2,2,6,Trusted
3001,2,5,2,5,1,2,2,18,2,10,1,2,1,1,1,0,0,1,1,8,5,1,3,8,3,0,3,2,6,Trusted
3002,2,4,3,4,1,2,2,15,2,9,1,2,1,1,1,0,0,1,1,6,4,1,3,7,3,0,2,2,6,Trusted
3003,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3004,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3005,2,4,2,4,1,2,2,16,2,8,1,2,1,1,1,0,0,1,1,7,4,1,3,6,3,0,3,1,5,Trusted
3006,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3007,6,5,1,5,1,1,1,18,2,10,1,6,1,1,1,0,0,0,0,5,5,0,7,10,7,0,0,5,5,Uncertain
3008,2,4,3,4,1,3,3,17,2,10,1,2,1,1,1,0,1,1,2,7,4,2,3,7,3,1,1,2,6,Trusted
3009,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3010,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3011,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3012,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3013,2,11,4,11,1,4,5,54,2,17,1,2,1,1,1,1,1,1,3,35,11,3,3,13,3,4,1,1,14,Trusted
3014,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3015,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3016,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3017,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3018,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3019,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3020,2,4,3,4,1,3,3,17,2,9,1,2,1,1,1,0,1,1,2,7,4,2,3,6,3,0,3,1,6,Trusted
3021,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3022,2,4,3,4,1,3,3,17,2,9,1,2,1,1,1,0,1,1,2,7,4,2,3,6,3,0,3,1,6,Trusted
3023,2,20,6,24,1,6,23,145,2,44,1,2,1,1,1,0,3,2,5,115,20,5,3,26,3,1,2,1,25,Trusted
3024,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3025,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3026,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3027,2,4,3,4,1,3,3,17,2,9,1,2,1,1,1,0,1,1,2,7,4,2,3,6,3,0,3,1,6,Trusted
3028,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3029,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3030,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3031,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3032,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3033,4,4,3,4,1,3,3,18,2,10,1,4,1,1,1,0,1,1,2,6,4,2,5,7,5,0,2,2,6,Trusted
3034,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3035,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3036,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3037,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3038,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
3039,4,3,1,3,1,1,1,12,2,6,1,4,1,1,1,0,0,0,0,3,3,0,5,6,5,0,0,3,3,Trusted
3040,2,4,3,4,1,3,3,17,2,9,1,2,1,1,1,0,1,1,2,7,4,2,3,6,3,0,3,1,6,Trusted
3041,2,4,2,5,1,2,2,17,2,10,1,2,1,1,1,0,0,1,1,8,4,1,3,8,3,0,3,2,5,Trusted
3042,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3043,2,2,2,2,1,2,2,10,2,6,1,2,1,1,1,0,0,1,1,3,2,1,3,4,3,0,1,1,3,Trusted
3044,2,3,2,3,1,2,2,13,2,7,1,2,1,1,1,0,0,1,1,5,3,1,3,5,3,0,2,1,4,Trusted
3045,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3046,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3047,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3048,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3049,4,3,1,3,1,1,1,12,2,6,1,4,1,1,1,0,0,0,0,3,3,0,5,6,5,0,0,3,3,Trusted
3050,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3051,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3052,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3053,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3054,2,0,3,2,1,3,3,10,2,10,1,2,1,1,1,0,0,0,2,2,0,2,3,4,3,0,0,2,2,Trusted
3055,2,3,2,3,1,2,2,13,2,7,1,2,1,1,1,0,0,1,1,5,3,1,3,5,3,0,2,1,4,Trusted
3056,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3057,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3058,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3059,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3060,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
3061,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3062,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3063,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3064,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3065,4,3,3,3,1,3,3,15,2,9,1,4,1,1,1,0,1,1,2,4,3,2,5,6,5,0,1,2,5,Trusted
3066,2,3,2,3,1,2,2,13,2,7,1,2,1,1,1,0,0,1,1,5,3,1,3,5,3,0,2,1,4,Trusted
3067,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3068,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3069,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3070,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3071,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3072,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3073,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3074,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3075,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3076,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3077,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3078,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3079,2,3,2,3,1,2,2,13,2,7,1,2,1,1,1,0,0,1,1,5,3,1,3,5,3,0,2,1,4,Trusted
3080,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3081,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3082,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3083,2,5,2,5,1,2,2,18,2,10,1,2,1,1,1,0,0,1,1,8,5,1,3,8,3,0,3,2,6,Trusted
3084,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3085,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3086,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3087,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3088,2,20,3,20,1,3,3,54,2,39,1,2,1,1,1,0,1,1,2,28,20,2,3,36,3,3,2,15,22,Trusted
3089,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3090,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3091,2,2,2,2,1,2,2,10,2,6,1,2,1,1,1,0,0,1,1,3,2,1,3,4,3,0,1,1,3,Trusted
3092,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3093,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3094,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3095,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3096,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3097,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3098,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3099,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3100,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3101,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3102,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3103,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3104,2,3,2,3,1,2,2,13,2,7,1,2,1,1,1,0,0,1,1,5,3,1,3,5,3,0,2,1,4,Trusted
3105,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3106,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3107,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3108,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
3109,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3110,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3111,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3112,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3113,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3114,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3115,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3116,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3117,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3118,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3119,2,3,2,3,1,2,2,13,2,7,1,2,1,1,1,0,0,1,1,5,3,1,3,5,3,0,2,1,4,Trusted
3120,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3121,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3122,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3123,2,4,2,4,1,2,2,16,2,8,1,2,1,1,1,0,0,1,1,7,4,1,3,6,3,0,3,1,5,Trusted
3124,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3125,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3126,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3127,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3128,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3129,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3130,2,4,2,4,1,2,2,16,2,8,1,2,1,1,1,0,0,1,1,7,4,1,3,6,3,0,3,1,5,Trusted
3131,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3132,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3133,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3134,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3135,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3136,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3137,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
3138,2,3,2,3,1,2,2,12,2,8,1,2,1,1,1,0,0,1,1,4,3,1,3,6,3,0,1,2,4,Trusted
3139,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
3140,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3141,2,4,3,4,1,3,3,17,2,10,1,2,1,1,1,0,1,1,2,7,4,2,3,7,3,1,1,2,6,Trusted
3142,4,3,1,3,1,1,1,12,2,6,1,4,1,1,1,0,0,0,0,3,3,0,5,6,5,0,0,3,3,Trusted
3143,2,3,2,4,1,2,2,16,2,8,1,2,1,1,1,0,0,1,1,7,3,1,3,5,3,0,3,1,4,Trusted
3144,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3145,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3146,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3147,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
3148,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3149,4,2,1,2,1,1,1,10,2,4,1,4,1,1,1,0,0,0,0,2,2,0,5,4,5,0,0,2,2,Trusted
3150,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
3151,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
3152,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
3153,4,2,1,2,1,1,1,10,2,4,1,4,1,1,1,0,0,0,0,2,2,0,5,4,5,0,0,2,2,Trusted
3154,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
