,"('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:RouteSet>}'), ('ent', '{<QualifiedName: collabmap:RouteSet>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
2420,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
2421,9,1,11,1,5,32,2,21,0,0,1,6,1,9,1,18,11,8,0,6,15,Uncertain
2422,5,0,6,0,4,21,0,3,0,0,0,0,0,5,0,19,21,3,0,0,11,Uncertain
2423,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2424,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2425,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2426,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2427,16,7,16,7,11,61,4,29,2,2,7,29,2,16,7,10,8,15,2,3,26,Uncertain
2428,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2429,11,4,11,4,7,45,0,8,1,2,4,16,1,11,4,15,4,6,4,2,18,Uncertain
2430,2,1,2,1,3,8,2,1,0,0,1,0,1,2,1,6,8,1,0,0,5,Uncertain
2431,11,4,10,4,6,42,2,20,1,2,4,16,1,11,4,11,6,12,4,2,17,Uncertain
2432,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2433,8,3,8,3,5,36,4,22,0,1,3,9,2,8,3,17,8,11,2,4,13,Uncertain
2434,3,0,3,0,1,12,0,0,0,0,0,0,0,3,0,9,12,0,0,0,6,Trusted
2435,3,1,3,1,3,16,2,11,0,0,1,2,1,3,1,11,5,3,0,2,5,Uncertain
2436,2,0,2,0,2,11,0,1,0,0,0,0,0,2,0,10,11,1,0,0,4,Trusted
2437,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2438,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2439,9,2,9,2,4,34,2,18,0,1,2,14,1,9,2,10,3,12,5,3,12,Uncertain
2440,8,1,8,1,3,31,2,21,0,0,1,5,1,8,1,18,10,9,0,5,12,Trusted
2441,5,0,5,0,2,21,0,1,0,0,0,0,0,5,0,17,21,1,0,0,10,Trusted
2442,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2443,4,2,5,2,5,16,4,9,0,0,2,4,2,4,2,7,6,3,0,2,8,Uncertain
2444,3,0,3,0,3,10,0,4,0,0,0,0,0,3,0,9,8,4,0,0,6,Uncertain
2445,2,0,1,0,1,3,0,0,0,0,0,0,0,2,0,1,3,0,0,0,3,Trusted
2446,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2447,16,4,16,4,10,75,2,28,1,1,4,46,1,16,4,9,3,18,1,2,21,Uncertain
2448,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2449,15,3,15,3,9,72,2,19,1,1,3,31,1,15,3,23,7,12,3,1,20,Uncertain
2450,13,2,13,2,8,65,0,7,0,1,2,19,1,13,2,32,5,4,7,3,17,Uncertain
2451,13,2,12,2,7,61,2,26,0,1,2,19,1,13,2,27,5,14,7,3,16,Uncertain
2452,11,1,11,1,6,56,2,40,0,0,1,8,1,11,1,37,14,14,0,7,15,Uncertain
2453,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2454,8,0,8,0,4,42,0,7,0,0,0,0,0,8,0,37,37,3,0,0,16,Trusted
2455,2,0,1,0,2,6,0,1,0,0,0,0,0,2,0,5,6,1,0,0,3,Uncertain
2456,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2457,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2458,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2459,9,2,10,2,4,38,2,19,0,1,2,16,1,9,2,12,3,13,6,3,12,Uncertain
2460,8,1,9,1,3,35,2,25,0,0,1,6,1,8,1,21,10,10,0,6,12,Trusted
2461,5,0,6,0,2,25,0,1,0,0,0,0,0,5,0,21,25,1,0,0,11,Uncertain
2462,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2463,8,3,12,3,4,31,4,15,0,1,3,4,2,8,3,16,18,9,0,4,19,Uncertain
2464,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2465,1,1,1,1,2,4,2,0,0,0,1,0,1,1,1,2,4,0,0,0,3,Uncertain
2466,10,3,10,3,6,32,6,23,0,0,3,7,3,10,3,14,9,12,0,7,16,Uncertain
2467,5,0,5,0,2,16,0,1,0,0,0,0,0,5,0,12,16,1,0,0,10,Trusted
2468,2,0,2,0,2,7,0,1,0,0,0,0,0,2,0,6,7,1,0,0,4,Uncertain
2469,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2470,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2471,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2472,6,1,6,1,3,19,2,16,0,0,1,5,1,6,1,8,3,9,0,5,8,Uncertain
2473,5,0,5,0,2,16,0,1,0,0,0,0,0,5,0,12,16,1,0,0,10,Trusted
2474,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2475,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2476,3,1,3,1,4,11,2,8,0,0,1,2,1,3,1,7,3,2,0,2,5,Uncertain
2477,2,0,2,0,3,8,0,2,0,0,0,0,0,2,0,8,8,2,0,0,4,Uncertain
2478,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2479,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2480,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2481,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
2482,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
2483,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2484,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2485,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2486,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2487,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2488,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2489,15,7,16,7,11,67,4,23,3,2,7,25,2,15,7,21,8,11,4,4,25,Uncertain
2490,1,1,0,1,2,2,2,0,0,0,1,0,0,1,1,0,2,0,0,0,2,Uncertain
2491,11,5,12,5,8,55,2,26,1,3,5,18,1,11,5,22,10,12,2,3,19,Uncertain
2492,9,4,9,4,7,45,2,13,0,1,4,8,3,9,4,26,14,5,3,2,17,Uncertain
2493,6,2,5,2,3,25,2,10,0,1,2,7,1,6,2,10,5,6,3,1,9,Uncertain
2494,1,0,1,0,2,4,0,1,0,0,0,0,0,1,0,4,4,1,0,0,2,Uncertain
2495,4,1,4,1,2,20,2,15,0,0,1,3,1,4,1,12,5,6,0,3,6,Uncertain
2496,3,0,3,0,1,15,0,0,0,0,0,0,0,3,0,12,15,0,0,0,6,Trusted
2497,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2498,1,1,1,1,3,7,0,3,0,0,1,0,0,1,1,6,6,2,0,0,3,Uncertain
2499,3,2,5,2,3,15,4,9,0,0,2,3,2,3,2,7,6,6,0,3,7,Uncertain
2500,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2501,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
2502,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2503,11,3,12,3,6,52,2,20,1,1,3,24,1,11,3,16,3,14,6,2,15,Uncertain
2504,10,2,11,2,5,49,2,32,0,1,2,12,1,10,2,27,7,13,3,6,14,Trusted
2505,8,1,9,1,4,42,2,17,0,0,1,3,1,8,1,32,27,8,0,3,15,Uncertain
2506,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2507,3,0,3,0,1,15,0,0,0,0,0,0,0,3,0,12,15,0,0,0,6,Trusted
2508,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2509,6,1,6,1,2,16,2,9,0,0,1,3,1,6,1,6,7,6,0,3,10,Trusted
2510,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2511,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2512,8,2,10,2,4,27,2,19,0,0,2,6,2,8,2,12,7,11,0,6,14,Uncertain
2513,6,1,6,1,3,20,0,3,0,0,1,1,0,6,1,13,16,2,0,1,12,Trusted
2514,2,1,1,1,2,5,2,1,0,0,1,1,0,2,1,1,2,1,0,1,3,Uncertain
2515,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,Trusted
2516,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2517,13,4,14,4,6,42,6,31,0,1,4,9,3,13,4,17,13,18,0,9,22,Uncertain
2518,3,0,3,0,2,10,0,1,0,0,0,0,0,3,0,8,10,1,0,0,6,Uncertain
2519,3,1,3,1,2,10,2,0,0,0,1,0,1,3,1,6,10,0,0,0,7,Trusted
2520,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2521,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2522,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2523,11,6,11,6,8,45,2,32,1,4,6,17,1,11,6,11,3,17,1,5,18,Uncertain
2524,10,5,10,5,7,42,6,16,0,1,5,7,4,10,5,21,19,10,3,1,21,Uncertain
2525,2,1,1,1,2,4,2,0,0,0,1,0,1,2,1,1,4,0,0,0,4,Uncertain
2526,4,1,4,1,2,20,2,15,0,0,1,3,1,4,1,12,5,6,0,3,6,Uncertain
2527,3,0,3,0,1,15,0,0,0,0,0,0,0,3,0,12,15,0,0,0,6,Trusted
2528,4,0,5,0,1,10,0,0,0,0,0,0,0,4,0,6,10,0,0,0,9,Trusted
2529,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2530,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2531,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2532,7,1,8,1,6,25,2,16,0,0,1,6,1,7,1,14,9,4,0,4,12,Uncertain
2533,4,0,4,0,5,16,0,4,0,0,0,0,0,4,0,16,16,4,0,0,8,Uncertain
2534,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2535,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2536,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2537,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2538,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2539,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2540,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2541,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2542,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2543,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2544,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2545,7,2,7,2,3,23,2,9,0,1,2,7,1,7,2,7,7,6,3,1,12,Trusted
2546,4,1,4,1,2,16,2,12,0,0,1,3,1,4,1,8,4,6,0,3,6,Uncertain
2547,3,0,3,0,1,12,0,0,0,0,0,0,0,3,0,9,12,0,0,0,6,Trusted
2548,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2549,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2550,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2551,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,Uncertain
2552,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2553,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2554,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2555,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2556,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2557,6,1,6,1,2,16,2,9,0,0,1,3,1,6,1,6,7,6,0,3,10,Trusted
2558,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2559,3,1,3,1,2,7,2,0,0,0,1,0,1,3,1,3,7,0,0,0,7,Trusted
2560,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2561,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2562,5,2,5,2,3,15,2,12,0,1,2,3,1,5,2,5,5,7,0,3,9,Uncertain
2563,3,1,3,1,2,10,2,0,0,0,1,0,1,3,1,6,10,0,0,0,7,Trusted
2564,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2565,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2566,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2567,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2568,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2569,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2570,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2571,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2572,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2573,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2574,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2575,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2576,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2577,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2578,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2579,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2580,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2581,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,Uncertain
2582,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2583,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2584,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2585,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
2586,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2587,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2588,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2589,7,2,7,2,4,22,2,16,0,0,2,5,2,7,2,9,5,9,0,5,11,Uncertain
2590,5,1,5,1,3,17,0,3,0,0,1,3,0,5,1,9,7,2,0,3,8,Uncertain
2591,4,1,3,1,2,11,2,3,0,0,1,3,0,4,1,3,2,3,0,3,5,Uncertain
2592,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2593,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2594,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2595,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2596,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2597,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2598,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2599,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2600,5,2,5,2,3,14,2,9,0,1,2,2,1,5,2,5,7,5,0,2,10,Trusted
2601,2,1,2,1,2,7,2,0,0,0,1,0,1,2,1,4,7,0,0,0,5,Trusted
2602,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2603,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2604,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2605,8,3,10,3,6,30,4,22,0,1,3,6,2,8,3,14,10,10,0,6,15,Uncertain
2606,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2607,4,1,5,1,4,18,2,2,0,0,1,0,1,4,1,15,18,2,0,0,10,Uncertain
2608,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2609,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2610,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2611,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2612,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2613,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2614,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
2615,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2616,7,1,7,1,3,21,2,16,0,0,1,5,1,7,1,9,5,9,0,5,10,Uncertain
2617,5,0,5,0,2,16,0,1,0,0,0,0,0,5,0,12,16,1,0,0,10,Trusted
2618,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2619,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2620,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2621,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2622,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2623,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2624,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2625,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2626,5,1,6,1,3,19,2,16,0,0,1,5,1,5,1,8,3,9,0,5,7,Uncertain
2627,5,0,5,0,2,16,0,1,0,0,0,0,0,5,0,12,16,1,0,0,10,Trusted
2628,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2629,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2630,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2631,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2632,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
2633,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2634,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2635,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2636,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2637,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2638,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2639,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
2640,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2641,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2642,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2643,0,1,1,1,2,3,2,0,0,0,1,0,1,0,1,2,3,0,0,0,2,Uncertain
2644,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2645,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2646,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
2647,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2648,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2649,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2650,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2651,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
2652,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2653,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2654,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
2655,21,6,21,6,11,85,4,40,1,3,6,35,2,21,6,24,8,24,10,4,30,Uncertain
2656,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2657,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2658,8,1,8,1,4,31,2,24,0,0,1,5,1,8,1,19,8,12,0,5,12,Uncertain
2659,2,0,1,0,1,3,0,0,0,0,0,0,0,2,0,1,3,0,0,0,3,Trusted
2660,10,3,10,3,6,46,4,27,0,1,3,11,2,10,3,22,8,13,3,5,15,Uncertain
2661,3,0,3,0,2,13,0,1,0,0,0,0,0,3,0,11,13,1,0,0,6,Trusted
2662,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
2663,5,1,5,1,3,25,2,16,0,0,1,3,1,5,1,16,9,5,0,3,8,Trusted
2664,3,0,3,0,2,16,0,1,0,0,0,0,0,3,0,14,16,1,0,0,6,Trusted
2665,5,0,5,0,2,21,0,1,0,0,0,0,0,5,0,17,21,1,0,0,10,Trusted
2666,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
2667,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
2668,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
2669,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
